Gene	090317_0121166	090318_0121167	090319_0121168	090320_0121169	090321_0121170	090322_0121171	090323_0121172	090324_0121173	090325_0121174	090326_0121175	090327_0121176	090328_0121177	090329_0121178	090330_0121179	090331_0121180	090332_0121181	090333_0121182	090334_0121183	090335_0121184	090336_0121185	090337_0121186	090338_0121187	090339_0121188	090340_0121189	090341_0121190	090342_0121191	090343_0121192	090344_0121193	090345_0121194	090346_0121195	090347_0121196	090348_0121197	090349_0121198	090350_0121199	090351_0121200	090352_0121201	090353_0121202	090354_0121203	090355_0121204	090356_0121205	090357_0121206	090358_0121207	090359_0121208	090360_0121209	090361_0121210	090362_0121211	090363_0121212	090364_0121213	090365_0121214	090366_0121215		MaxL2T	MinL2T	Max-Min	Max-Min/Min+1	coeff of var	#samples_zero
ST3GAL3	3.2	3.2	3.3	2.8	3.3	3.7	3.3	3	3.6	3.5	2.8	3.7	3.9	3.8	3.2	3.6	3.5	3.5	3.3	3	3	3	4.6	3.3	3.5	3	3.5	3.2	2.8	3.2	3.5	3.6	3.5	2.8	3.2	3.5	3.5	3.7	3.3	3.9	3.3	3.3	3.3	2.8	3.3	3.6	3.7	3.3	2.8	3.2		4.6	2.8	1.8	0.473684211	0.103861205	0
ARNTL	3.5	3.2	3.2	3.7	3	3.8	3.2	3.6	3.2	3.5	3.9	3	2.3	3.7	3.9	3.2	3	2.8	3.5	3.5	3.7	3	3.5	3	3.6	3	2.6	3.3	3.2	3	2.8	3.2	3.2	3	3	3	3.5	3.6	3.6	2.8	3.3	3.3	3	3.5	3.2	3.6	3.5	3.3	3.7	3.3		3.9	2.3	1.6	0.484848485	0.103801178	0
SPC25	3.6	3.8	4.2	3.7	3.9	3.7	4	4.2	4.8	4.3	3.9	3.2	3.3	4	3.7	4	4	3.5	3.9	4.2	4	4.2	5.1	4.2	3.9	4.1	4.5	3.8	4.2	3	4.1	3.7	3.7	3.6	4.2	3.9	3.6	4.2	3.9	3.8	3.8	3.5	4.3	2.8	4.1	4.2	4.1	4.5	3.5	4		5.1	2.8	2.3	0.605263158	0.103768138	0
CFAP410	4.1	3.6	3.8	4	3.9	4	3.2	3.7	5	4.6	4.8	3.9	4.3	4	3.8	4.2	3.9	3.5	3.8	4.1	4.5	3.7	3.2	3.5	3.9	3.6	3.9	4.2	4	3.9	4	3.6	3.8	3.2	3.7	3.5	3.8	3.8	3.5	3.5	4.1	3.6	3.8	3	3.3	3.9	3.3	3.7	3.5	3.6		5	3	2	0.5	0.103660187	0
C12orf76	3.7	4.3	4.1	3.9	4.2	4.2	4.2	4.2	4.7	3.3	3.3	3.9	4.2	4.2	3.3	4.5	3.9	4	3.8	4.5	4.2	4.6	5.3	3.7	4	4.4	4.2	4.5	4.1	4.2	3.9	3.7	3.7	3.7	4	4.1	3.8	4.1	3.3	3.7	3.8	4	4.5	4	4	4.3	3.7	3.3	3.5	3.2		5.3	3.2	2.1	0.5	0.103622008	0
TCN2	3.8	3.7	3.5	3.9	3.8	3.7	3.8	4.2	3.7	3.3	4.3	4.2	4.5	4.2	3.6	3.9	3.7	2.3	3.8	4.1	4	3.2	4	3.6	3.6	3.7	3.3	3.9	3.9	3.8	3.8	3.5	3.2	3	3.5	3.6	3.8	3.9	3.5	3.9	3	4	3.9	3.3	3.7	4	3.7	3.6	3.3	3.2		4.5	2.3	2.2	0.666666667	0.103597455	0
PLEC	4.6	5.8	5.6	6	5.9	5.9	5.4	6.6	2.8	5.3	4.9	5.2	5.7	5.9	5.5	5.1	5.6	5.4	5.8	6.1	6	5.8	5.8	6.1	5.3	5.5	5.2	5.5	5.5	5.9	5.8	5.9	5.8	5.9	5.5	5.5	5.8	6.1	5.9	5.5	4.2	5.3	5.3	5.9	5.6	5.7	6	6.3	5.4	6.1		6.6	2.8	3.8	1	0.103564027	0
GDF7	3	3.3	3.6	3.3	3.2	3.2	3.6	3	2	2.3	3	2.8	3	3	3	2.6	2.8	2.8	3.2	3.5	3.3	3.3	3.7	3.2	3	3.3	3.3	3.2	3.5	3.2	3.2	3	2.8	3.2	3.3	3.5	3.5	3.2	3	3.5	2.8	3.3	3.5	3.2	3.2	3.2	3	3.2	3	2.6		3.7	2	1.7	0.566666667	0.103550111	0
C1orf54	6	5.5	5	5.7	5.7	5.2	5.9	6	6.6	5.8	4.9	5	5.6	5.9	4.9	5.8	5.5	5.7	5.6	5.1	5.1	5.6	3.2	5.5	6.3	5.7	5.5	4.7	5.2	4.8	5.8	5.7	5.2	4.6	4.6	6.2	5.7	4.9	5.5	5.4	5.9	5.3	5.5	4.6	5.6	4.8	5.9	5.2	5.8	5.5		6.6	3.2	3.4	0.80952381	0.103549234	0
BUB1B	3.7	4.5	4.3	4.4	4.2	4.2	4	4.2	2.3	3.6	3	4.1	4	4	3.9	4.1	3.7	4.5	4.3	4.1	4.1	4.5	3.5	4.3	4	4.3	4.2	4.2	4.3	4.3	3.8	4.3	4.6	4.4	4.5	4.3	4.1	4.2	4.3	4.1	3.2	4.2	4.5	3.7	4.2	4.4	3.7	3.6	3.9	4.2		4.6	2.3	2.3	0.696969697	0.103546369	0
BBS9	2.8	3.2	3.2	3	3.2	3.3	3.5	2.6	2.6	2	2.8	2.8	3	3.2	2.6	2.6	3.2	3.2	3	2.8	3.2	3.3	3.2	3.2	3.2	2.8	3.2	2.6	3	3.3	2.8	2.8	2.6	3	3	3	3.2	3	3.2	3	2.3	3	3.3	2.3	3.2	3.3	2.8	3	2.6	3		3.5	2	1.5	0.5	0.103511634	0
NFS1	3	3	2.6	3.3	3	3.2	3.2	3.5	3.8	3	3	3.2	2.8	3	3	3.5	2.8	2.6	2.8	3.2	3.5	3.3	2.3	3	3.6	2.3	2.8	2.8	3.2	3.5	2.8	2.8	3	3.2	2.8	3.3	3.2	3.7	3.3	3.6	2.8	3	3	3.2	3	3.3	3.2	3.2	3.2	3.2		3.8	2.3	1.5	0.454545455	0.103484634	0
ARL4D	4.7	4	4.2	3.7	4.4	4.2	4.8	3.9	5	4.1	4.2	3.8	4.2	4.4	4.2	4.4	4.2	3.9	4	4	3.8	4	5.1	4.4	4.6	3.8	4.2	3	3.8	3.9	3.9	3.9	5.1	4.8	3.9	3.8	4.4	4.7	4.2	4.3	5.2	4.5	4.4	5.1	4.6	4.5	4.5	4.8	4.8	4.5		5.2	3	2.2	0.55	0.103456414	0
ZNF333	2.6	3	2.6	2.8	2.6	2.3	3	3	2.6	2.6	3	2.8	2.8	3.3	2.3	2.3	2.6	2.8	2.8	3.2	2.8	2.8	3	2.6	2.8	2.8	3.2	2.6	2.6	3	2.6	2.6	2.8	3	3	3.3	2.3	3.3	2.8	3	2	2.6	2.8	3.3	2.8	2.8	2.8	3	3	3.3		3.3	2	1.3	0.433333333	0.103441464	0
ZNF566	2.6	2.8	3	2.8	2.6	2.8	3	2.3	2.3	3	3.2	2.6	2.3	2.6	2.3	2.3	2.6	2.3	2.8	2.3	2.8	2.3	2.8	2.8	2.8	2.6	2.3	2.3	2	2.3	2.3	2.6	2.8	2.3	3	2.8	2.6	3	2.8	2.6	2.6	2.8	2.8	2.6	2.6	2.8	2.3	3	3	2.6		3.2	2	1.2	0.4	0.103437703	0
SIPA1L3	2.3	2.6	3	2.6	2.8	2.8	3	2.8	1.6	2.8	2.6	2.6	2.6	2.6	2.8	2.8	2.3	2.3	2.8	2.8	2.8	2.8	3.2	3	2.8	2.6	2.6	3.2	2.8	3	3	2.6	2.8	2.8	2.3	3	3	3	2.8	3	2.3	2.3	2.6	2.8	2.6	2.6	2.6	3	2.6	2.8		3.2	1.6	1.6	0.615384615	0.103435713	0
MMS22L	3	3	3.2	3	3	3	3.6	2.6	2.3	2.8	2.6	3	3	3	2.6	2.8	2.8	2.8	3	3	2.8	3	4.1	3	3.2	3	3.2	3.2	3	2.8	2.8	2.8	2.8	3.2	3	3	3.3	3.2	3.2	3.2	2.3	3	3.3	2.3	3.2	3.3	2.8	3.2	2.8	2.8		4.1	2.3	1.8	0.545454545	0.103396901	0
KIT	2.8	3.5	3.3	3.5	3.3	3	3.5	3	3.5	2.8	3.8	3.2	3.5	3.2	3.3	3.2	2.8	2.3	3.3	3	2.6	3	3.3	3	2.8	3.2	3.2	3	3.3	3.6	3.2	3	2.8	2.6	3.2	3.3	3.2	3	2.8	3	3	3.3	3.6	3.2	3	3.7	2.3	3.3	3	2.8		3.8	2.3	1.5	0.454545455	0.103395339	0
DACH1	4.5	4.2	4.5	3.9	4.2	4.2	4.6	3.8	2.3	3.2	4.1	4	3.7	3.2	3.2	4	3.5	3.2	3.8	3.8	3.9	4.1	4.6	3.9	3.9	3.9	4.2	4.2	4	4.2	4.2	3.8	3.9	3.6	4	4.3	4.1	4.1	4	3.9	4	4.3	4.4	3.6	3.9	4	3.7	4	3.9	3.9		4.6	2.3	2.3	0.696969697	0.10338503	0
ALX1	3.6	3.8	3.9	4.2	4.1	4.9	4.2	3.9	4.4	4.5	3.8	3.8	3.7	3.5	4.1	3.9	3.8	4.1	3.6	3.9	3.5	3.6	3.3	3.5	3.5	3.2	3.8	4.2	3.6	3.5	4.1	3.8	4.2	3.3	3.5	3.6	4.2	4.1	3.9	4.2	4	3.8	3.3	4.9	4.1	3.5	4.4	4	4.9	4.2		4.9	3.2	1.7	0.404761905	0.10337262	0
F2RL1	5	4.6	4.6	4.1	4.3	4.9	5	4.2	3.8	5.5	4.9	4.5	4.3	5.4	5.2	4.8	4.3	3.9	4.5	4.5	3.7	4.5	3.5	4.5	4.7	4.2	4.9	4.6	4.8	3.9	4.3	4.9	5.1	5	3.9	4.5	5	5.6	4.6	4.7	4.5	4.1	4.3	5.1	5.2	4.6	5.2	4.7	5.2	5.1		5.6	3.5	2.1	0.466666667	0.103352851	0
RHBDD2	3.9	3.3	3.7	3.7	3.7	4	4.3	3.9	4.3	4.6	4.2	4.2	3.6	4	4.4	4.5	3.7	3.6	3.7	3.9	3.9	3.5	4	3.3	3.2	3.2	3.3	4	3.9	4.2	3.7	3.6	3.3	3.3	3.3	3.6	3.8	3.5	2.6	3.9	3.3	3.6	3.5	3.7	3.8	3.7	3.9	4.1	3.8	3.3		4.6	2.6	2	0.555555556	0.10334415	0
TNFAIP2	3.3	3.2	3.3	2.6	3	2.3	3.5	3.3	3.6	3.5	3	3.3	3.3	2.8	3	3	3.3	3	3	3.6	2.8	3	3.7	3.2	3	3.5	3.3	3.3	3.3	2.8	3.5	3.2	2.8	3.3	3	3.6	3	3.5	3	3	2.8	2.8	3	2.6	3.2	2.6	2.6	3	2.8	2.6		3.7	2.3	1.4	0.424242424	0.103329061	0
PCDHB10	3.7	4.6	4.7	3.6	4.2	3.9	4	4	2.6	3.3	4.2	3	4.2	3.5	3.7	3.5	3.8	3.6	4.2	4.2	4	4	4.4	4.1	4.1	3.9	4.2	4.6	4.2	4.4	4.5	4.5	4.2	3.8	4.5	4.3	4	4.2	4.2	4.3	3.6	4.4	4.2	3.8	4.3	4.2	4	4.5	3.8	3.5		4.7	2.6	2.1	0.583333333	0.103327627	0
DELE1	3.3	3.5	3.3	3.8	3.5	4	3.8	3.6	1.6	3.6	4.2	3.5	3.5	3.8	3.7	3.6	3.6	3.3	3.8	3.5	3.8	3.5	3.6	3.3	3.2	3.5	3.2	3.7	3.5	3.6	3.7	3.3	3.3	3	3.8	3.5	3.7	3.9	3.5	3.6	3.3	3.3	3.5	3.5	3.5	3.7	3.8	3	3.7	3.5		4.2	1.6	2.6	1	0.103325212	0
YIPF2	4.6	4	3.6	4.3	4.2	4.2	4.3	4.2	5.5	5.2	5.2	5.2	4.6	4.8	4.8	4.5	3.9	3.8	4.2	4.5	4.2	4.2	3	4.2	4.5	3.7	4.4	4.3	4.6	4.4	4.2	4.4	4.1	4.1	4.1	4.3	4.4	4.2	4	4.8	4.4	4	3.9	3.6	4.3	4.3	4.6	4.3	3.8	3.9		5.5	3	2.5	0.625	0.103242422	0
SPATC1L	4.5	4.4	3.7	4.5	4.2	4.5	4.5	4.1	4	5.1	4.3	4.9	4.6	4.3	3.9	4.1	3.8	3.7	3.7	4.2	4.8	4.1	4.7	3.7	3.3	4	3.2	4.2	4.3	4.1	4.3	3.9	3.8	3	3.5	4	3.9	4.4	4.2	4.5	4.2	4.1	4	3.6	4.5	4	4	3.6	4.4	4.5		5.1	3	2.1	0.525	0.103235607	0
PCDHA12	3.6	4.2	4	4.3	4.1	3.5	3.3	3.8	4.2	3.7	4.2	3.8	3.7	3.9	3.8	3.2	3.7	3.7	4.3	3.9	4.5	3.7	2.6	3.6	3.6	3.9	3.8	3.7	3.9	4	3.8	3.7	3.6	3.3	3.5	3.3	3.6	4.2	3.5	3.6	2.6	3.6	3.7	3.6	3.2	3.7	3.5	3.9	3	3.5		4.5	2.6	1.9	0.527777778	0.103224467	0
TIMM29	3.8	3.6	3.7	3.3	2.8	2.8	3.7	3.6	3.3	3.7	3.9	3.2	2.8	3.8	2.8	2.3	3.3	3.5	3.3	3.3	3.3	3.6	3.7	3.5	3.5	3.8	3.5	3.3	3.3	3.6	3.8	3.3	3	3.5	3.3	3.9	3.5	3.8	2.8	3.7	4	3.2	3.3	3.7	3.2	3.8	3.5	3.6	3.8	3.3		4	2.3	1.7	0.515151515	0.103216675	0
ZNF785	3.6	3.5	3.8	3.2	3.3	3.5	3.5	3.2	4.4	3.5	3.3	3.5	3.2	3.7	2.3	3.2	3.8	3.6	3.3	4	3.7	3	4.5	3	3.5	3.6	3	3.6	3.3	3.3	3.7	3.3	3.8	3.3	3.6	3.6	3.5	3.3	3	3.6	4	3	3.3	3.6	3.5	3.7	3.2	3.6	3.5	3.5		4.5	2.3	2.2	0.666666667	0.103210796	0
ELOVL7	3.3	3.2	3.6	3.2	3.3	3.5	4.2	2.6	4	3.7	3.5	3.2	3.3	3	3	3.8	3	3	3.5	3.5	3	3.3	4.2	3.6	3.6	3.2	4	3.3	3.6	3.3	3.3	3.5	3.2	3.5	3.3	3.8	3.2	3.7	3	3.6	3.3	3.8	3.7	3	3.8	3.6	3.2	3	3	2.8		4.2	2.6	1.6	0.444444444	0.103205696	0
PPAN	4.3	4.8	4.4	5	4.2	5.2	3.7	5.2	4.5	5.1	4.8	5.3	5.2	4.8	5.3	4.6	4.7	5.1	5	5.2	5.1	4.7	2.6	5.4	5.1	4.6	4.2	4.5	4.5	4.8	5.1	4.8	4.8	4.6	4.8	4.5	5.1	4.6	5	4.9	4.8	4.2	4.5	5.2	4.8	4.5	5.4	5.4	4.8	5.6		5.6	2.6	3	0.833333333	0.103141886	0
NOTCH2	3.3	3.9	4.1	4.1	3.9	3.9	4.2	3.9	2.3	3	3.5	3.3	3.5	4	3.5	3.6	3.8	3	3.7	3.9	3.9	3.7	5	3.9	3.6	4	4	3.9	4.2	3.8	4	3.8	3.9	4	3.8	4	4	4.2	3.8	4	3.2	3.9	3.9	4.1	3.9	3.6	3.8	4.1	3.8	3.9		5	2.3	2.7	0.818181818	0.103105437	0
KBTBD4	3.7	4	3.9	4.2	3.9	4.2	3.6	3.7	3.5	4.2	4.3	3.9	4	4	4.2	3.8	3.2	3.9	3.7	4	3.8	3.5	2.3	3.9	3.7	3.7	4.4	3.7	3.9	3.9	4.2	3.8	3.3	4	3.8	3.2	3.9	4.2	4	3.7	2.6	3.7	3.3	3.8	3.5	3.6	4	4	3.9	4.2		4.4	2.3	2.1	0.636363636	0.103094066	0
COQ3	3.5	3	3.3	3.5	3.2	3.9	3.8	3.3	2.6	3.7	3.8	3.8	3	4.2	3.8	2.8	3.5	3.3	3.5	3	3.6	3.7	3.7	3.2	3.8	3	3.5	2.8	3.7	3	3.3	3.3	4	3.3	3.2	3	3.7	3.2	3.6	3.9	3.2	3.7	3.6	3.6	4	3.3	3.8	3.3	3.8	3.3		4.2	2.6	1.6	0.444444444	0.103084903	0
CDO1	3.8	3.3	3.8	3.3	3.7	3.8	4.3	2.8	3.7	3.5	3.9	2.3	3.9	3.7	3.9	4.1	3.7	3	3.5	3.6	3.2	3.5	4.2	3.6	3.7	3.7	3.6	3.9	3.2	3.5	3.8	3.2	4.1	3.7	3.3	3.3	3.8	3.8	3.3	3.2	3.5	4.2	3.5	3.3	3.5	4	3.6	3.8	4.1	3.7		4.3	2.3	2	0.606060606	0.103073676	0
PCED1A	4	3.5	3.7	3.8	3.9	4.5	4.3	4.1	3.7	4.5	4.5	4.2	4.3	4.5	3.9	3	3.6	3.7	3.5	4.1	4.2	3.3	4.2	3.6	3.2	3.2	3.7	3.8	4.2	4.1	4.2	3.5	3.6	3.6	3	4	4.2	4.1	3.3	4.1	3.5	3.7	3.7	3.8	3.5	4.6	4	4.1	3.8	4		4.6	3	1.6	0.4	0.10302888	0
HPS6	3.6	3.7	3.6	3.8	3.8	3.7	3.8	3.6	4.8	4.1	4.6	4.6	4.4	4.4	4.5	3.6	3.9	3.3	3.8	3.6	4.2	3.5	3.3	3.7	3.7	3.7	2.8	4.5	3.9	4	3.8	3.5	3.7	3.6	3.6	4	3.7	4.1	3.3	3.8	3.7	3.2	3.6	3.8	3.7	3.5	3.7	3.7	3.8	3.3		4.8	2.8	2	0.526315789	0.103012876	0
MTPAP	3	3	2.8	2.6	3	3	3.2	2.3	2.3	3	3.2	2.3	2.8	3	3	3.2	2.8	2.6	2.6	2.3	2.8	3	3.7	2.8	2.8	2.6	2.6	3	3	2.3	2.8	3	2.3	2.6	3	2.8	3	2.8	2.3	2.8	2.6	2.8	2.6	2.6	2.6	3	2.6	2.8	2.8	2.8		3.7	2.3	1.4	0.424242424	0.102975599	0
DMXL1	3.2	3.5	3.7	3.6	3.7	3.6	4.1	3.3	2.8	3.2	3.3	2.6	3.5	3.2	3.2	3.5	3	3	3.5	3.3	3.3	3.7	4.5	3.6	3.2	3.6	3.5	3.3	3.5	3.3	3.5	3.7	3.3	3.2	3.6	3.7	3.5	4	3.6	3.6	2.6	3.5	3.8	2.8	3.8	3.6	3.3	3.6	3.2	3		4.5	2.6	1.9	0.527777778	0.102972115	0
JUND	7.1	5.4	6.3	5	5.6	5.7	6.2	5.4	8	6.5	6.2	5.6	6.1	6	5.3	6.4	6.2	6.2	5.6	5.7	5.4	5.8	7.8	6	6.4	6	6	5.3	5.7	5.4	5.3	5.8	6.5	6.1	5.9	5.7	5.6	5.6	5.9	5.1	7.1	5.8	6	5.9	5.6	5.2	5.5	5.9	6.2	5.2		8	5	3	0.5	0.102966165	0
ITPR1	2.8	3.7	3.5	3.7	3.5	3.7	3.6	3.5	3	3	2.8	2.8	3.3	3.2	3	2.8	2.8	2.3	3.3	3.5	3.8	3.5	3.2	3.2	3	3.3	3.5	3.6	3.3	3.8	3.5	3.3	3	3.5	3.5	3.5	3.3	3.5	3.2	3.5	2.3	3.5	3.5	3.2	3.3	3.2	3.5	3.3	3.2	3.6		3.8	2.3	1.5	0.454545455	0.102934257	0
CEP152	2	2.6	2.3	2.8	2.8	2.6	2.6	2.6	2.3	2.6	2.6	2.6	3	2.6	2.6	2.6	2.3	2.3	2.8	2.8	2.8	2.8	3	3	2.3	2.6	2.6	2.8	2.6	2.8	2.8	2.8	2.8	2.8	2.6	2.3	3	3	2.8	2.6	2	2.3	3	2.6	3.2	2.3	2.6	2.3	2.8	3.2		3.2	2	1.2	0.4	0.102921203	0
OGFR	4.8	5	5	5.5	5.1	5.1	4.2	5.6	2.8	6	5.4	5.4	5.6	5.6	5.6	5.4	5.2	5.4	5.4	5.6	5.5	4.9	3.5	5.4	5.1	5	4.6	5.1	5.4	5.6	5.6	5.1	4.9	5.2	5	4.8	5.2	5.1	5.3	5.3	5	4.8	4.7	5.1	5	5.4	5.6	5.5	4.9	5.4		6	2.8	3.2	0.842105263	0.102888135	0
DDIT4	5.1	4.9	4.9	5	4.7	4.5	5	4.9	5.9	3.6	5.2	4.9	4.2	3.9	4.7	4.9	4.8	3.6	4.9	5.2	4.5	4.6	4.6	4.9	4.7	5	5.1	5	5	4.8	5.2	4.6	4.6	4.6	5.4	5.5	4.6	4.5	5.2	5	5.6	5.3	5.6	3.9	4.6	4.8	4.2	4.6	4.1	3.9		5.9	3.6	2.3	0.5	0.102884995	0
ENOX2	3	3.2	3.3	3.2	3	3	3.3	3.2	3.9	3.8	3.3	3.2	2.6	2.8	2.6	3.3	3.3	3.3	3.3	3	3.2	3	3.5	3.5	3	3	3	2.8	3.2	3	2.6	3	3.3	2.6	3.5	3	3	2.8	3.3	3	2.6	3.2	3.2	2.3	3.2	3.6	2.6	2.8	3	3.2		3.9	2.3	1.6	0.484848485	0.102863944	0
PRR11	3.2	3	3.2	2.8	3.2	3.5	3.9	2.8	2.3	3.2	2.3	3	2.8	2.6	3	3	3.2	3.2	3.2	2.8	3	3.3	4.2	3.3	3.2	3.2	3.3	3.2	3.2	3.3	3.2	3	3.2	3	3.2	3.3	3.5	3.3	3.3	3.3	3.3	3.3	3.3	2.6	3.2	3.3	3	3	3.3	2.8		4.2	2.3	1.9	0.575757576	0.102826848	0
TMEM44	3.2	3.3	3.3	3.8	3.5	2.6	3.3	3.6	3.9	4.1	3.7	3.7	3.7	3.3	3.3	3.5	3.2	3.2	3.3	3.9	3.5	3	4.1	3.7	3.5	3	2.8	3.9	3.6	3.6	4	3.2	2.8	3.5	3.3	3.5	3.6	3	3	4	3.7	3.6	2.8	3.3	3.5	3.3	3.8	3.7	3.2	3.3		4.1	2.6	1.5	0.416666667	0.102810186	0
MTRFR	4.2	3.3	4.4	3.9	4	3.6	4.6	4.1	3.3	3.9	4.2	4.2	3.5	3.9	3.2	4	4.7	4.5	4.2	4.5	4.3	4.5	5	4.5	3.6	4.6	3.7	4.3	4.1	3.9	4.2	4	4.8	3	4.1	3.9	4	4.2	4.1	4.4	4.4	4.2	4.2	3.6	3.9	3.5	4	4.5	4.2	4		5	3	2	0.5	0.102766215	0
PPARA	2.3	2.6	2.6	2.6	2.6	2.3	3.5	2.6	2.3	2.3	2.6	2.6	2.6	2.6	2.8	2.3	2.3	2	2.8	2.6	2.8	2.6	3.3	2.6	2.3	2.6	2.6	2.6	2.3	2.3	2.8	2.6	2.6	2.6	2.6	2.6	2.8	2.8	2.8	2.6	2	2.8	2.6	2.3	2.3	2.8	2.3	2.6	2.6	2.6		3.5	2	1.5	0.5	0.10272942	0
ANKS6	2.3	2.3	2.3	2.8	2.3	2.3	2.3	2.3	1.6	2.3	2	2.6	2.6	2.6	2.3	2.3	2.6	2.6	2.6	2.3	2.8	2.6	2.8	2.3	2.3	2.6	2.3	2.3	2	2.3	2.3	2	2.6	2.6	2.6	2.3	2.3	2.6	2.8	2	2.3	2.6	2.3	2	2.6	2.6	2.3	2.6	2.3	2.3		2.8	1.6	1.2	0.461538462	0.102695582	0
KMT2A	3.7	4.2	4.4	4	4.1	4	4.6	4.1	3.3	3.2	2.8	3.2	3.6	3.6	3.3	3.7	3.7	3.7	4.1	4	3.8	4.1	5.5	4.4	3.8	4.1	3.9	4	4.1	4	4	4.3	4	3.9	4.1	4	3.8	4.1	4.2	4.1	3.6	4.1	4.2	3.9	4.2	4.1	3.9	4.1	3.6	3.8		5.5	2.8	2.7	0.710526316	0.10268167	0
HLX	4.1	3.7	3.9	4.6	4.4	4	3	4.6	4.1	4	3.8	3.7	4.5	3.7	4.4	4.6	4.2	4.7	3.7	4	4.2	4.2	2.6	4.1	3.7	4.2	3.2	4.5	4.6	4.2	4	4	3.8	4.4	4.3	3.5	3.8	4.5	3.7	4.2	3.9	4.1	4	4.5	4.2	4.2	4.1	4.2	4.3	4.5		4.7	2.6	2.1	0.583333333	0.1026771	0
PRDM10	3	3	3.3	3.3	3	3	3.3	3	1.6	3	2.8	2.6	2.8	2.8	2.8	3	2.8	3	3.2	3.2	2.8	3.2	3.8	2.8	2.6	2.8	3.2	3.5	3.3	3	3	3.2	2.8	2.8	3.2	3.3	3.2	3	2.8	3	2.8	3.2	3.2	3.2	3.2	3	2.8	3	2.8	3.2		3.8	1.6	2.2	0.846153846	0.102649706	0
CHST7	3.6	3.2	4	3.6	3.6	4	3.7	4.1	3.2	4	3	3.6	3.9	3.7	3.8	3.7	3.7	3.6	3.3	3.3	3.6	3.2	3.9	3.2	2.6	3.5	3.3	2.6	3.6	3.6	3	3.6	3.2	2.8	3.6	3.7	3.3	3.3	3.7	3.8	3.7	3.3	3.3	3.6	3.2	3.9	3.7	4.3	3.6	3.9		4.3	2.6	1.7	0.472222222	0.102644509	0
ROGDI	3.3	3.9	4	3.8	3.8	4.3	3.6	3.9	3.5	4.2	3	4	3.6	3.5	4.2	4.5	3.6	3.6	3.3	3.9	3.6	3.7	3.5	2.6	3.2	3.2	3.5	4	4	4.2	3.9	3.2	3.6	3.8	3.2	3.7	3.8	3.9	3.6	4.4	3.6	4	3.7	4	4	3.7	4.4	4.4	3.8	3.9		4.5	2.6	1.9	0.527777778	0.102624478	0
ZNF76	4.3	3.6	3.6	3.9	3.8	3.5	3.5	3.6	5.6	4.3	3.7	3.8	4.2	3.8	3.7	4.1	4.2	3.8	3.8	3.7	3.9	3.7	5.2	3.9	4.2	3.6	4.2	3.7	3.7	3.7	4	3.6	3.5	4.2	3.8	4.1	3.7	3.7	3.9	3.7	4.5	3.8	3.8	3.6	3.6	3.5	3.8	4.2	3.8	3.5		5.6	3.5	2.1	0.466666667	0.102622745	0
THEM6	3.6	4.2	4	4.7	4.2	4.3	3.6	4.5	3.2	4.8	5.2	5.3	4.3	4.8	4.6	4.3	4.2	4	3.9	3.9	4.8	4.2	4.1	3.9	3.8	3.9	4.2	4	4.6	4.9	4.3	3.6	4	4.4	3.9	4.1	4.4	4.1	4	4	3.8	4.3	3.5	3.9	3.7	4.2	4.5	4.9	4.2	4.2		5.3	3.2	2.1	0.5	0.102606144	0
ELFN1	3.3	3.7	3.7	4.1	4	4	4.3	3.9	2.3	4.7	3.3	3.5	3.7	3.7	4.2	3.9	3.8	3.6	3.5	3.7	3.7	4	4.3	3.8	3.2	3.3	3.7	3.9	3.5	3.6	3.8	3.9	3.8	3.3	3.8	3.2	4.2	3.7	3.5	4.2	3.3	3.7	3.6	3.7	4	4.2	4	4.3	3.6	3.7		4.7	2.3	2.4	0.727272727	0.102592492	0
INPP5D	3.2	3.5	3.5	3.8	3.5	3.3	3.3	3.2	2.3	3.6	3.6	3.5	3	3.2	3.2	3.3	3	2.8	3.2	3.6	3.8	3.7	3.7	3.2	3.2	3.3	3.2	3.6	3.6	3.9	3.6	3.2	2.3	3	3.2	3.3	3.7	3.7	3.2	3.2	3	3.5	3.5	2.8	3.3	3.6	3.2	3.5	2.8	3.2		3.9	2.3	1.6	0.484848485	0.102551836	0
CACTIN	3.9	4.7	4.5	4.8	4.5	4.4	3.8	5.2	2.3	4.4	4.4	4.8	4.5	4.9	4.4	4.3	4.7	4.5	4.6	4.9	4.7	4.7	4.1	4.9	4.5	4.5	3.9	4.6	5	5.2	5.2	5	4.3	4.5	4.6	5	4.7	4.8	4.8	4.3	4.2	4.6	4.3	4.5	4.6	4.9	4.8	5.1	4	4.9		5.2	2.3	2.9	0.878787879	0.102536842	0
SDHAF4	4.8	3.8	4.9	3.8	4.2	3.8	4.9	3.7	4.6	4.2	4.5	3.8	4.2	4.1	3.9	3.3	4.2	4.5	4	4.1	4.1	4.6	5.5	4.2	4.2	4.2	4.8	4.2	4.2	4.1	3.8	4.3	4.2	4.3	5	4	4.2	4.3	4.5	3.7	4.8	4.9	5	3.7	4.3	5	4.4	4.6	5	4.2		5.5	3.3	2.2	0.511627907	0.102504445	0
